title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,search_url,scraped_at
"3-стаен, София, Дианабад, 77 кв.м., 247844 €",/3-staen-sofiya-dianabad-77-kv-m-247844-10831716,"Дианабад, София",Цена:247 844 €(484 740.73 лв.),Тристаен апартамент в Дианабад,77 кв.м,Тухла,,5 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-65.19м2, РЗП-77.03м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, баня с тоалетна и т..",Адрес недвижими имоти,,0,3218.75,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.800975
"3-стаен, София, Дианабад, 125 кв.м., 376349 €",/3-staen-sofiya-dianabad-125-kv-m-376349-10831714,"Дианабад, София",Цена:376 349 €(736 074.66 лв.),Тристаен апартамент в Дианабад,125 кв.м,Тухла,,3 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-107.02 м2, РЗП-126.46 м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, три бани с тоал..",Адрес недвижими имоти,,0,3010.79,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.805324
"3-стаен, София, Дианабад, 115 кв.м., 353101 €",/3-staen-sofiya-dianabad-115-kv-m-353101-10831713,"Дианабад, София",Цена:353 101 €(690 605.53 лв.),Тристаен апартамент в Дианабад,115 кв.м,Тухла,,3 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-96.53м2, РЗП-114.06м2 и следното разпределениекоридор, дневна с кухненски бокс и трапезария, две спални, баня с тоалетна, тоа..",Адрес недвижими имоти,,0,3070.44,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.809676
"3-стаен, София, Дианабад, 91 кв.м., 268507 €",/3-staen-sofiya-dianabad-91-kv-m-268507-10831711,"Дианабад, София",Цена:268 507 €(525 154.05 лв.),Тристаен апартамент в Дианабад,91 кв.м,Тухла,,2 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-76.41м2, РЗП-90.29 м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, баня с тоалетна, т..",Адрес недвижими имоти,,0,2950.63,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.814080
"3-стаен, София, Дианабад, 108 кв.м., 319039 €",/3-staen-sofiya-dianabad-108-kv-m-319039-10831712,"Дианабад, София",Цена:319 039 €(623 986.05 лв.),Тристаен апартамент в Дианабад,108 кв.м,Тухла,,2 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-90.79м2, РЗП-107.28м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, две бани с тоалетн..",Адрес недвижими имоти,,0,2954.06,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.818389
"Многостаен, София, Дианабад, 138 кв.м., 450565 €",/mnogostaen-sofiya-dianabad-138-kv-m-450565-10831710,"Дианабад, София",Цена:450 565 €(881 228.54 лв.),Многостаен апартамент в Дианабад,138 кв.м,Тухла,,7 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Многостаен апартамент със ЗП-116.31 м2, РЗП-137.43 м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, три спални, две бани с то..",Адрес недвижими имоти,,0,3264.96,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.822741
"3-стаен, София, Дианабад, 116 кв.м., 377853 €",/3-staen-sofiya-dianabad-116-kv-m-377853-10831709,"Дианабад, София",Цена:377 853 €(739 016.23 лв.),Тристаен апартамент в Дианабад,116 кв.м,Тухла,,7 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-97.54 м2, РЗП-115.25 м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, две бани с тоале..",Адрес недвижими имоти,,0,3257.35,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:01.262104
"3-стаен, София, Дианабад, 77 кв.м., 246361 €",/3-staen-sofiya-dianabad-77-kv-m-246361-10831707,"Дианабад, София",Цена:246 361 €(481 840.23 лв.),Тристаен апартамент в Дианабад,77 кв.м,Тухла,,6 етаж,"СХЕМА НА ПЛАЩАНЕ 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-64.80м2, РЗП-76.57м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, баня с тоалетна и те..",Адрес недвижими имоти,,0,3199.49,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:01.266587
"3-стаен, София, Дианабад, 105 кв.м., 341710 €",/3-staen-sofiya-dianabad-105-kv-m-341710-10831708,"Дианабад, София",Цена:341 710 €(668 326.67 лв.),Тристаен апартамент в Дианабад,105 кв.м,Тухла,,7 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-88.21 м2, РЗП-104.23 м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, две бани с тоале..",Адрес недвижими имоти,,0,3254.38,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:01.271074
"3-стаен, София, Дианабад, 127 кв.м., 406876 €",/3-staen-sofiya-dianabad-127-kv-m-406876-10831706,"Дианабад, София",Цена:406 876 €(795 780.30 лв.),Тристаен апартамент в Дианабад,127 кв.м,Тухла,,6 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-107.02 м2, РЗП-126.46 м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, две бани с тоал..",Адрес недвижими имоти,,0,3203.75,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:01.275555
"3-стаен, София, Дианабад, 77 кв.м., 246361 €",/3-staen-sofiya-dianabad-77-kv-m-246361-10831704,"Дианабад, София",Цена:246 361 €(481 840.23 лв.),Тристаен апартамент в Дианабад,77 кв.м,Тухла,,6 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-64.80 м2, РЗП-76.57 м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, баня с тоалетна и..",Адрес недвижими имоти,,0,3199.49,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:01.279995
"3-стаен, София, Дианабад, 128 кв.м., 409955 €",/3-staen-sofiya-dianabad-128-kv-m-409955-10831705,"Дианабад, София",Цена:409 955 €(801 802.30 лв.),Тристаен апартамент в Дианабад,128 кв.м,Тухла,,6 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-107.83 м2, РЗП-127.41 м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, две бани с тоал..",Адрес недвижими имоти,,0,3202.77,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:01.284458
"2-стаен, София, Дианабад, 74 кв.м., 217553 €",/2-staen-sofiya-dianabad-74-kv-m-217553-10831703,"Дианабад, София",Цена:217 553 €(425 496.68 лв.),Двустаен апартамент в Дианабад,74 кв.м,Тухла,,2 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Двустаен апартамент на етаж втори с РЗП-73.15м2, ЗП-61.91м2. и следното разпределение: коридор, дневна с кухненски бокс и трапезария, спалня, баня с тоа..",Адрес недвижими имоти,,0,2939.91,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:01.288853
