title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,offer_type,search_url,scraped_at
Многостаен апартамент в Дървеница с АКТ 15!!!,/mnogostaen-apartament-v-darvenica-s-akt-15-10485620,"Дървеница, София",Цена:509 522 €(996 538.40 лв.),Многостаен апартамент в Дървеница,196 кв.м,Тухла,2025 г.,6 етаж,"С АКТ 15! 
АКТ 16 СРЕДАТА НА 2026г.! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава панорамен слънчев многостаен апартамент в жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор н..",ИРИДА НЕДВИЖИМИ ИМОТИ,10485620,0,2599.6,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:39.555035
Просторен четиристаен апартамент в Оборище с АКТ 14!!!,/prostoren-chetiristaen-apartament-v-oborishte-s-akt-14-10485615,"Оборище, София",Цена:531 700 €(1 039 914.80 лв.),Многостаен апартамент в Оборище,180 кв.м,Тухла,2026 г.,3 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев четиристаен апартамент в затворен жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място в квартал Оборище в ..",ИРИДА НЕДВИЖИМИ ИМОТИ,10485615,0,2953.89,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:39.559368
Тристаен обзаведен апартамент в квартал Редута,/tristaen-obzaveden-apartament-v-kvartal-reduta-10485611,"Редута, София",Цена:305 000 €(596 528.15 лв.),Тристаен апартамент в Редута,95 кв.м,Тухла,2007 г.,5 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба обзаведен тристаен апартамент в кв. Редута. Апартаментът е с площ от 95 кв.м. разположен на пети жилищен етаж от шест. 
Намира се в непосредствена близос..",ИРИДА НЕДВИЖИМИ ИМОТИ,10485611,0,3210.53,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.845673
Просторен апартамент с топ локация в Дървеница,/prostoren-apartament-s-top-lokaciya-v-darvenica-10474830,"Дървеница, София",Цена:329 900 €(645 228.32 лв.),Тристаен апартамент в Дървеница,103.52 кв.м,Тухла,2009 г.,2 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в alo.bg. 

Референтен номер: Sfa 87795
Отговорен брокер: Стойчо Бугов

Представяме в..",BULGARIAN PROPERTIES,10474830,0,3186.82,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.850158
"Многостаен, София, Редута, 135 кв.м., 389000 €",/mnogostaen-sofiya-reduta-135-kv-m-389000-9819921,"Редута, София",Цена:389 000 €(760 817.87 лв.),Многостаен апартамент в Редута,135 кв.м,Тухла,,5 етаж,"Просторен многостаен апартамент със застроена площ от 114 кв.м., разположен в кв. Редута. 

Разпределение: входно антре, всекидневна с трапезария и кухненски бокс, три големи спални, две бани с тоал..",Адрес недвижими имоти,9819921,0,2881.48,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.854426
Тристаен апартамент в Борово с АКТ 15!!!,/tristaen-apartament-v-borovo-s-akt-15-10472656,"Борово, София",Цена:230 250 €(450 329.86 лв.),Тристаен апартамент в Борово,104 кв.м,Тухла,2025 г.,11 етаж,"Акт 16 декември 2025 г. 

ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба тристаен апартамент в сграда в кв. Борово! 
Общата площ на апартамента е 104 м2, чистата площ е около 82 м2. 
Разпределение:..",ИРИДА НЕДВИЖИМИ ИМОТИ,10472656,0,2213.94,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.858715
Просторен тристаен апартамент в Дървеница с АКТ 15!!!,/prostoren-tristaen-apartament-v-darvenica-s-akt-15-10437333,"Дървеница, София",Цена:493 690 €(965 573.70 лв.),Тристаен апартамент в Дървеница,180 кв.м,Тухла,2026 г.,7 етаж,"АКТ 15

ИРИДА НЕДВИЖИМИ ИМОТИ продава панорамен слънчев тристаен апартамент в жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място, в непосредс..",ИРИДА НЕДВИЖИМИ ИМОТИ,10437333,0,2742.72,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.863229
Двустаен апартамент в кв. Борово,/dvustaen-apartament-v-kv-borovo-10033086,"Борово, София",Цена:274 000 €(535 897.42 лв.),Двустаен апартамент в Борово,89 кв.м,Тухла,2004 г.,5 етаж,"Хоумлайт продава страхотен, елегантен, двустаен апартамент в кв. Борово. Жилището се намира на комуникативно и удобно място до бул. България и бул. Т. Каблешков, както и МОЛ България. Разположено е на..",Homelight,10033086,0,3078.65,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.867615
Двустаен апартамент в Гоце Делчев,/dvustaen-apartament-v-goce-delchev-10225474,"Гоце Делчев, София",Цена:188 000 €(367 696.04 лв.),Двустаен апартамент в Гоце Делчев,57 кв.м,Панел,1975 г.,2 етаж,"ИЗЦЯЛО ВЪТРЕШЕН
ВЪЗМОЖНОСТ ЗА ПРЕУСТРОЙСТВО
НА 10 МИНУТИ ОТ ЮЖЕН ПАРК
ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба двустаен апартамент в квартал Гоце Делчев. Жилището се намира на няколко минути п..",ИРИДА НЕДВИЖИМИ ИМОТИ,10225474,0,3298.25,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.871894
Двустаен апартамент в кв. Стрелбище,/dvustaen-apartament-v-kv-strelbishte-10444441,"Стрелбище, София",Цена:190 000 €(371 607.70 лв.),Двустаен апартамент в Стрелбище,50 кв.м,ЕПК/ПК,1980 г.,3 етаж,"Хоум Лайт предлага на Вашето внимание двустаен апартамент, разположен на метри от Южен парк в един от най- желаните райони на южна София, кв. Стрелбище. 
Тих, спокоен и зелен район с отлично изградена..",Homelight,10444441,0,3800.0,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.876312
Двустаен апартамент в Дървеница,/dvustaen-apartament-v-darvenica-9640907,"Дървеница, София",Цена:139 000 €(271 860.37 лв.),Двустаен апартамент в Дървеница,45 кв.м,ЕПК/ПК,1979 г.,11 етаж,"Номер на оферта: 3291!! 
✅ ОБЗАВЕДЕН 
✅ НЕПРЕХОДЕН. 
✅ АКТ 16
✅ПАРКОМЯСТО В ЦЕНАТА
✅ ИЗЦЯЛО ЮЖЕН
✅ Представяме ви 2-стаен апартамент с южно изложение!! 

Състои се от входно антре, всекидневна..",Imotion Properties,9640907,0,3088.89,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.880727
Многостаен апартамент 172 кв.м Тухла 6 етаж Последен етаж,/mnogostaen-apartament-172-kv-m-tuhla-6-etaj-posleden-etaj-10439026,"Оборище, София",Цена:514 080 €(1 005 453.10 лв.),Многостаен апартамент в Оборище,172 кв.м,Тухла,,6 етаж,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА! ТОП СГРАДА И ЛОКАЦИЯ! Представяме ви нов, ЛУКСОЗЕН многостаен апартамент в модерна шестетажна кооперация от доказан архитект и строител с общо 9 апартамента! Акт 14 - 09.20..",Тракия Пропъртийс,10439026,0,2988.84,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.884997
Тристаен апартамент 122 кв.м Тухла 2 етаж Непоследен,/tristaen-apartament-122-kv-m-tuhla-2-etaj-neposleden-10439024,"Оборище, София",Цена:366 090 €(716 009.80 лв.),Тристаен апартамент в Оборище,122 кв.м,Тухла,,2 етаж,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА! ТОП СГРАДА И ЛОКАЦИЯ! Представяме ви нов, ЛУКСОЗЕН тристаен апартамент в модерна шестетажна кооперация от доказан архитект и строител с общо 9 апартамента! Акт 14 - 09.2025..",Тракия Пропъртийс,10439024,0,3000.74,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.889249
Двустаен преустроен на тристаен апартамент в квартал Стрелбище,/dvustaen-preustroen-na-tristaen-apartament-v-kvartal-strelbishte-10437335,"Стрелбище, София",Цена:310 000 €(606 307.30 лв.),Двустаен апартамент в Стрелбище,75 кв.м,Тухла,2005 г.,2 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба обзаведен двустаен преустроен на тристаен апартамент в кв. Стрелбище. Разположен на втори жилищен етаж от девет. 
Намира се в непосредствена близост до д..",ИРИДА НЕДВИЖИМИ ИМОТИ,10437335,0,4133.33,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.893560
Тристаен апартамент в Дървеница с АКТ 15!!!,/tristaen-apartament-v-darvenica-s-akt-15-10437327,"Дървеница, София",Цена:255 000 €(498 736.65 лв.),Тристаен апартамент в Дървеница,110 кв.м,Тухла,2025 г.,5 етаж,"АКТ 15!!! 

ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба тристаен апартамент в жк. Дървеница в затворен комплекс в близост до парк Въртопа, спирки на градски транспорт и е на пешеходно разстояние о..",ИРИДА НЕДВИЖИМИ ИМОТИ,10437327,0,2318.18,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.897940
Тристаен луксозен апартамент в жк. Дианабад,/tristaen-luksozen-apartament-v-jk-dianabad-10376273,"Дианабад, София",Цена:235 000 €(459 620.05 лв.),Тристаен апартамент в Дианабад,89 кв.м,Панел,1975 г.,5 етаж,"Референтен номер: 4295
Агенция за недвижими имоти Имоушън Пропърти Ви предлага тристаен апартамент с отделна кухня в жк. Дианабад. Апартаментът се намира на отлична локация в близост до хранителни ма..",Imotion Properties,10376273,0,2640.45,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.902320
Двустаен апартамент в кв. Гоце Делчев,/dvustaen-apartament-v-kv-goce-delchev-10278346,"Гоце Делчев, София",Цена:273 000 €(533 941.60 лв.),Двустаен апартамент в Гоце Делчев,77 кв.м,Тухла,2024 г.,8 етаж,"С АКТ 16! Хоум Лайт предлага на Вашето внимание светъл, просторен, южен, двустаен апартамент от който се разкрива красива гледка към планина Витоша разположен в квартал Гоце Делчев, един от най-желани..",Homelight,10278346,0,3545.45,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.906726
Тристаен апартамент в кв. Гоце Делчев,/tristaen-apartament-v-kv-goce-delchev-10278345,"Гоце Делчев, София",Цена:435 000 €(850 786.05 лв.),Тристаен апартамент в Гоце Делчев,133 кв.м,Тухла,2024 г.,4 етаж,"С АКТ 16! ЗАВЪРШЕН ДО КЛЮЧ! Хоум Лайт предлага на Вашето внимание светъл и изключително функционален, южен, тристаен апартамент разположен в квартал Гоце Делчев, един от най-желаните и зелени южни рай..",Homelight,10278345,0,3270.68,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.911156
Многостаен апартамент в кв. ”Гоце Делчев”,/mnogostaen-apartament-v-kv-goce-delchev-9709734,"Гоце Делчев, София",,Вид на имота: Многостаен апартамент в Гоце Делчев,391 кв.м,Тухла,2005 г.,10 етаж,"Агенция за недвижими имоти ”Перфе” представя на Вашето внимание: 

Луксозен, просторен и слънчев многостаен апартамент тип ”Пентхаус” в кв. ”Гоце Делчев”, на десети и единадесети етаж в емблематична..",Перфе ООД,9709734,0,,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.914598
"Многостаен, София, Бели брези, 174 кв.м., 400000 €",/mnogostaen-sofiya-beli-brezi-174-kv-m-400000-9365543,"Белите Брези, София",Цена:400 000 €(782 332 лв.),Многостаен апартамент в Белите Брези,174 кв.м,Тухла,,8 етаж,"Многостаен мезонет със следното разпределение- дневна с кухненски бокс, две спални, баня с тоалетна, килер и два балкона на първо ниво. Просторна спалня с дрешник, баня с тоалетна и голям балкон на вт..",Адрес недвижими имоти,9365543,0,2298.85,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.918876
Просторен тристаен обзаведен апартамент в Бели Брези,/prostoren-tristaen-obzaveden-apartament-v-beli-brezi-10429503,"Белите Брези, София",Цена:331 000 €(647 379.73 лв.),Тристаен апартамент в Белите Брези,112 кв.м,Тухла,2018 г.,2 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ, Ви представя за продажба прекрасен тристаен обзаведен апартамент в кв. Белите Брези. Разположен е на втори жилищен етаж от осем. 
Апартаментът е със следното функционално разпр..",ИРИДА НЕДВИЖИМИ ИМОТИ,10429503,0,2955.36,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.923146
Тристаен апартамент в Медицинска академия,/tristaen-apartament-v-medicinska-akademiya-10154248,"Медицинска академия, София",Цена:420 000 €(821 448.60 лв.),Тристаен апартамент в Медицинска академия,70 кв.м,Тухла,1950 г.,3 етаж,"АГЕНЦИЯ ЗА НЕДВИЖИМИ ИМОТИ ИРИДА има удоволствието да ви представи светъл тристаен апартамент в близост до НДК след основен ремонт включващ 3 стаи, кухня и баня. В близост до метростанция и НДК. 
***..",ИРИДА НЕДВИЖИМИ ИМОТИ,10154248,0,6000.0,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.927516
ТРИСТАЕН АПАРТАМЕНТ В НОВА ЖИЛИЩНА СГРАДА С АКТ 14 В Ж. К. СУХАТА РЕКА,/tristaen-apartament-v-nova-jilishtna-sgrada-s-akt-14-v-j-k-suhata-reka-10425648,"Сухата река, София",Цена:367 092 €(717 969.55 лв.),Тристаен апартамент в Сухата река,166.86 кв.м,Тухла,2025 г.,7 етаж,"С АКТ 14! ЕРА Идеа предлага тристаен апартамент в нова жилищна сграда в ж.к. Сухата река. Само на 100м. от парк ”Родина”, в най - привлекателната част на квартала. 
Апартаментът се намира на 6 жилищен..",ЕРА Идеа,10425648,0,2200.0,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.932082
ЧЕТИРИСТАЕН АПАРТАМЕНТ В НОВА ЖИЛИЩНА СГРАДА С АКТ 14 В Ж. К. СУХАТА РЕКА,/chetiristaen-apartament-v-nova-jilishtna-sgrada-s-akt-14-v-j-k-suhata-reka-10425647,"Сухата река, София",Цена:367 092 €(717 969.55 лв.),Многостаен апартамент в Сухата река,166.86 кв.м,Тухла,2025 г.,7 етаж,"С АКТ 14! ЕРА Идеа предлага тристаен апартамент в нова жилищна сграда в ж.к. Сухата река. Само на 100м. от парк ”Родина”, в най - привлекателната част на квартала. 
Апартаментът се намира на 6 жилищен..",ЕРА Идеа,10425647,0,2200.0,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.936632
ТРИСТАЕН АПАРТАМЕНТ В НОВА ЖИЛИЩНА СГРАДА с АКТ 14 В Ж. К. СУХАТА РЕКА,/tristaen-apartament-v-nova-jilishtna-sgrada-s-akt-14-v-j-k-suhata-reka-9853182,"Сухата река, София",Цена:275 418 €(538 670.80 лв.),Тристаен апартамент в Сухата река,125.19 кв.м,Тухла,2026 г.,8 етаж,"С АКТ 14! ЕРА Идеа предлага тристаен апартамент в нова жилищна сграда в ж.к. ”Сухата река”. Само на 100м. от парк ” Родина”, най - привлекателната част на квартала. 
Апартаментът се намира на 8 жилище..",ЕРА Идеа,9853182,0,2200.0,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.941196
Просторен 4-стаен апартамент с дизайнерско обзавеждане в кв. ”Борово”,/prostoren-4-staen-apartament-s-dizainersko-obzavejdane-v-kv-borovo-10416425,"Борово, София",Цена:299 000 €(584 793.17 лв.),Многостаен апартамент в Борово,120 кв.м,Тухла,,1 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-132686 

Представяме напълно обзаведен апартамент..",SUPRIMMO,10416425,0,2491.67,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.945358
"456 000E- кв. Дианабад, обзаведен панорамен тристаен апартамент с тераса градина",/456-000e-kv-dianabad-obzaveden-panoramen-tristaen-apartament-s-terasa-gradina-9756107,"Дианабад, София",Цена:456 000 €(891 858.48 лв.),Тристаен апартамент в Дианабад,210 кв.м,Тухла,2004 г.,5 етаж,"Просторен напълно обзаведен тристаен ПАНОРАМЕН с покривна тераса градина, до метрото бул. Г. М. Димитров. 
Агенция Артисстрой предлага: на Вашето внимание просторен напълно обзаведен пентхаус с ЗП 13..",Артисстрой,9756107,0,2171.43,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.949759
Тристаен апартамент в кв. Гоце Делчев,/tristaen-apartament-v-kv-goce-delchev-10278342,"Гоце Делчев, София",Цена:345 200 €(675 152.52 лв.),Тристаен апартамент в Гоце Делчев,108 кв.м,Тухла,2024 г.,4 етаж,"С АКТ 16! Хоум Лайт предлага на Вашето внимание светъл и изключително функционален, южен, тристаен апартамент разположен в квартал Гоце Делчев, един от най- желаните и зелени южни райони на столицата,..",Homelight,10278342,0,3196.3,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.954161
Тристаен апартамент в кв. Гоце Делчев,/tristaen-apartament-v-kv-goce-delchev-10278343,"Гоце Делчев, София",Цена:351 500 €(687 474.25 лв.),Тристаен апартамент в Гоце Делчев,110 кв.м,Тухла,2024 г.,8 етаж,"С АКТ 16! Хоум Лайт предлага на Вашето внимание светъл и изключително функционален, южен, тристаен апартамент разположен в квартал Гоце Делчев, един от най- желаните и зелени южни райони на столицата,..",Homelight,10278343,0,3195.45,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.958577
Двустаен апартамент в кв. Изток,/dvustaen-apartament-v-kv-iztok-10033082,"Изток, София",Цена:325 000 €(635 644.75 лв.),Двустаен апартамент в Изток,75 кв.м,ЕПК/ПК,1971 г.,9 етаж,"ХОУМ ЛАЙТ Ви предлага уютен, двустаен апартамент на перфектна локация в кв. Изток! 

Жилището се намира на девети етаж в тухлена сграда, разположена в непосредствена близост до парк Борисова Градина, ..",Homelight,10033082,0,4333.33,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.962984
Четиристаен апартамент в кв. Медицинска академия,/chetiristaen-apartament-v-kv-medicinska-akademiya-9578658,"Медицинска академия, София",Цена:349 000 €(682 584.67 лв.),Многостаен апартамент в Медицинска академия,104 кв.м,Тухла,1970 г.,3 етаж,"ХОУМ ЛАЙТ с удоволствие Ви представя четиристаен апартамент на страхотна локация! 

Имотът се намира на изключително тиха локация в непосредствена близост до Военна Болница, 19 -то СУ ”Елин Пелин”, 12..",Homelight,9578658,0,3355.77,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.967363
Тристаен апартамент 136 кв.м Тухла 2023 г. 5 етаж Непоследен,/tristaen-apartament-136-kv-m-tuhla-2023-g-5-etaj-neposleden-8012881,"Гоце Делчев, София",Цена:391 810 €(766 313.75 лв.),Тристаен апартамент в Гоце Делчев,136 кв.м,Тухла,2023 г.,5 етаж,"ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ Продава тристаен апартамент с АКТ 16 в кв. Гоце Делчев в нова луксозна сграда, разположена на комуникативно близо до Южен парк, спирки на градски транспорт, магазини, завед..",ДРИЙМ ВИЖЪН НЕДВИЖИМИ ИМОТИ,8012881,0,2880.96,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:41.971882
Просторен тристаен апартамент с паркомясто за продажба в Медицинска академия,/prostoren-tristaen-apartament-s-parkomyasto-za-prodajba-v-medicinska-akademiya-10383252,"Медицинска академия, София",Цена:494 000 €(966 180.02 лв.),Многостаен апартамент в Медицинска академия,135 кв.м,Тухла,,2 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF 130337 

Предлагаме тристаен апартамент, заемащ ц..",SUPRIMMO,10383252,0,3659.26,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:44.518674
